"X1","X2","X3","X4","X5","X6","X7","Y"
74,49,48,5,42,54,36,1
66,86,48,5,34,41,36,1
72,86,48,5,17,55,21,1
74,82,48,5,49,49,41,1
63,83,48,5,4,39,19,1
74,47,48,5,5,57,42,1
75,84,48,5,35,52,33,1
69,59,48,5,46,44,52,1
73,78,48,5,58,51,31,1
67,61,48,5,51,37,38,1
71,86,48,5,4,54,32,1
68,78,48,5,43,44,42,1
69,8,48,5,46,57,26,1
66,71,48,5,41,5,35,1
29,39,48,5,52,4,48,1
43,59,48,5,52,49,56,1
64,72,48,5,49,42,19,1
63,86,48,5,39,47,34,1
63,65,48,5,39,44,35,1
68,67,48,5,49,4,34,1
64,78,48,5,5,36,38,1
64,81,48,5,37,39,44,1
74,74,48,5,31,53,52,1
67,7,48,5,46,45,33,1
71,71,48,5,4,54,39,1
68,82,48,5,38,65,56,1
32,39,48,5,53,28,38,1
64,84,48,5,37,45,4,1
63,8,48,5,46,31,29,1
62,78,48,5,47,49,54,1
62,83,48,5,46,36,4,1
56,54,48,5,43,37,3,1
61,6,48,5,44,39,38,1
21,34,48,5,51,28,39,0
22,43,48,5,48,16,28,0
4,29,48,5,42,35,44,0
28,38,48,5,5,33,42,0
22,36,48,5,35,39,47,0
47,47,48,5,22,16,26,0
44,56,48,5,5,46,54,0
25,37,48,5,43,26,36,0
44,42,48,5,42,25,2,0
24,43,48,5,37,28,38,0
5,49,48,5,49,46,53,0
3,45,48,5,36,21,32,0
51,46,48,5,58,31,41,0
38,4,48,5,63,25,35,0
47,28,48,5,56,2,25,0
38,44,48,5,43,2,31,0
17,39,48,5,53,3,39,0
27,3,48,5,71,28,39,0
16,43,48,5,54,27,37,0
63,69,48,5,65,41,28,0
61,75,48,5,51,33,33,0
64,57,48,5,7,33,26,0
69,59,48,5,77,39,21,0
59,49,48,5,52,45,36,0
23,4,48,5,39,28,38,0
29,37,48,5,48,44,52,0
29,52,48,5,42,29,39,0
33,45,48,5,52,32,41,0
4,35,48,5,45,33,42,0
47,29,48,5,51,33,43,0
26,26,48,5,34,25,35,0
37,5,48,5,42,36,45,0
4,46,48,5,52,49,56,0
4,42,48,5,37,27,27,0
65,55,48,5,34,37,28,0
26,5,48,5,44,32,41,0
34,35,48,5,51,49,56,0
29,28,48,5,5,42,5,0
24,41,48,5,49,23,34,0
34,51,48,5,44,37,46,0
44,35,48,5,44,52,59,0
75,37,48,5,64,7,74,0
84,49,48,5,55,78,74,0
49,61,1,5,56,71,74,0
63,51,48,5,64,72,76,0
79,54,48,5,5,66,68,0
57,38,48,5,6,49,33,0
56,4,48,5,49,37,46,0
2,44,48,5,46,51,57,0
51,5,48,5,46,32,35,0
44,27,48,5,55,52,58,0
32,42,48,5,35,28,38,0
38,46,48,5,48,22,29,0
54,47,48,5,28,33,42,0
36,41,48,5,48,47,54,0
24,43,48,5,54,52,59,0
25,37,48,5,41,33,42,0
29,41,48,5,48,38,46,0
38,26,48,5,54,16,28,0
44,49,48,5,39,38,4,0
35,34,48,5,46,3,27,0
51,49,48,5,53,14,26,0
25,26,48,5,39,32,42,0
61,36,48,5,49,35,44,0
39,31,48,5,38,34,43,0
78,33,48,5,57,77,79,0
59,29,48,5,64,75,77,0
67,37,48,5,54,64,68,0
58,6,48,5,59,73,76,0
86,55,48,5,63,81,83,0
49,29,48,5,56,24,35,0
23,32,48,5,55,25,35,0
29,28,48,5,44,23,34,0
25,4,48,5,46,44,52,0
34,45,48,5,38,24,35,0
41,57,48,5,39,21,32,0
31,23,48,5,73,5,14,0
21,51,48,5,5,32,41,0
43,37,48,5,53,35,44,0
53,38,48,5,44,26,36,0
3,37,48,5,59,41,49,0
44,34,48,5,3,33,43,0
52,57,48,5,42,47,54,0
34,28,48,5,41,35,44,0
52,44,48,5,37,36,42,0
5,51,48,5,27,23,34,0
34,46,48,5,52,35,44,0
41,43,48,5,5,24,25,0
31,47,48,5,29,28,39,0
28,33,48,5,45,22,33,0
66,48,48,5,54,7,74,0
81,53,48,5,57,87,88,0
76,41,48,5,5,59,62,0
73,26,48,5,57,75,78,0
88,42,48,5,52,73,75,0
78,44,48,5,45,73,68,0
7,4,48,5,54,35,44,0
25,48,48,5,44,17,29,0
51,54,48,5,41,34,43,0
36,39,48,5,48,22,23,0
25,4,48,5,47,33,42,0
43,39,48,5,47,31,41,0
24,35,48,5,31,19,31,0
43,4,48,5,39,28,39,0
23,33,48,5,43,33,43,0
44,51,48,5,47,26,36,0
48,42,48,5,45,25,35,0
41,43,48,5,45,31,41,0
34,55,48,5,58,31,41,0
57,54,48,5,37,28,33,0
4,46,48,5,42,35,44,0
3,44,48,5,49,22,33,0
17,52,48,5,49,37,46,0
36,42,48,5,53,32,41,0
4,41,48,5,55,22,33,0
22,34,48,5,42,29,39,0
72,42,48,5,65,77,79,0
83,48,48,5,65,76,79,0
81,44,48,5,42,67,68,0
63,42,48,5,48,77,8,0
87,49,48,5,61,76,79,0
