@relation 03subcl5-600-5-60-BI
@attribute dim1 real[-84.0,483.0]
@attribute dim2 real[-282.0,1479.0]
@attribute class{0,1}
@inputs dim1, dim2
@outputs class
@data
223,763,0
187,34,0
290,-57,0
59,-67,0
204,89,0
141,473,0
201,733,0
69,1074,0
116,-95,0
199,38,0
58,566,0
277,78,0
152,-97,0
133,471,0
333,1300,0
258,1,0
69,879,0
121,-38,0
168,789,0
316,727,0
76,1221,0
354,136,0
55,402,0
323,1296,0
358,91,0
116,421,0
114,1011,0
339,246,0
290,1011,0
189,224,0
119,211,0
224,427,0
237,287,0
135,398,0
215,149,0
55,228,0
297,426,0
308,773,0
288,1016,0
227,342,0
88,-36,0
358,1233,0
265,1057,0
96,-108,0
304,-153,0
150,603,0
222,598,0
84,-1,0
150,1342,0
59,249,0
201,510,0
79,566,0
65,196,0
76,361,0
270,588,0
331,221,0
199,1033,0
107,671,0
235,147,0
166,756,0
121,948,0
345,663,0
321,472,0
185,849,0
53,1176,0
335,695,0
315,451,0
288,868,0
344,1222,0
177,825,0
309,1207,0
277,816,0
113,870,0
82,749,0
211,881,0
274,931,0
114,805,0
178,934,0
255,738,0
268,858,0
213,1298,0
55,768,0
238,1169,0
290,1202,0
295,714,0
87,310,0
83,564,0
87,182,0
172,1245,0
202,1159,0
284,1117,0
223,1331,0
341,1039,0
353,-14,0
213,1253,0
266,1177,0
242,1245,0
257,1215,0
138,463,0
276,741,0
388,1156,1
457,348,1
332,485,1
267,1095,1
11,207,1
35,935,1
434,419,1
-24,-165,1
452,529,1
306,1169,1
248,708,1
325,1332,1
437,800,1
15,1212,1
28,558,1
-63,786,1
-51,1014,1
414,57,1
367,288,1
360,156,1
4,0,1
326,1213,1
470,1466,1
305,-167,1
445,1422,1
-8,-3,1
-18,1422,1
99,-93,1
41,472,1
-47,-73,1
403,1433,1
-51,1371,1
191,423,1
151,141,1
310,1135,1
479,771,1
421,666,1
249,1452,1
6,416,1
353,634,1
464,10,1
402,740,1
417,999,1
361,699,1
432,813,1
334,993,1
466,80,1
329,375,1
94,1439,1
314,846,1
-37,701,1
4,769,1
438,163,1
415,-235,1
342,314,1
36,978,1
467,910,1
203,-208,1
70,804,1
460,-81,1
453,-191,1
427,148,1
304,418,1
445,712,1
210,1414,1
325,705,1
-75,773,1
451,948,1
0,1255,1
122,763,1
371,-94,1
-62,1022,1
56,436,1
477,1210,1
79,-9,1
98,791,1
327,277,1
11,183,1
-66,1405,1
369,-246,1
151,113,1
407,1280,1
201,1026,1
365,1443,1
-47,-257,1
447,515,1
85,-3,1
420,1116,1
-54,751,1
74,91,1
-30,793,1
310,-227,1
344,-282,1
304,39,1
388,205,1
464,812,1
6,950,1
332,557,1
355,-164,1
328,809,1
342,595,1
363,1433,1
348,242,1
483,1297,1
22,576,1
1,648,1
439,191,1
459,-42,1
428,1030,1
13,609,1
-22,893,1
189,1456,1
403,1404,1
-71,333,1
-39,-22,1
88,112,1
57,-219,1
-67,-11,1
-5,498,1
419,1281,1
152,116,1
73,220,1
-35,1397,1
235,767,1
103,-113,1
-54,365,1
378,372,1
437,464,1
116,1055,1
-20,266,1
69,9,1
162,1471,1
451,451,1
-1,-106,1
124,773,1
-6,-168,1
369,15,1
-79,797,1
260,1049,1
476,0,1
-39,1420,1
413,1313,1
245,1372,1
434,-39,1
-72,600,1
479,1310,1
8,753,1
239,1472,1
470,334,1
306,1002,1
401,406,1
4,46,1
387,173,1
435,325,1
472,403,1
95,232,1
69,1093,1
194,1350,1
-25,-39,1
266,1333,1
79,962,1
24,1289,1
420,907,1
48,1128,1
388,-182,1
-28,51,1
319,695,1
-1,-233,1
441,242,1
257,465,1
331,472,1
369,607,1
346,-252,1
171,1068,1
431,500,1
315,567,1
440,1040,1
-46,160,1
374,739,1
438,918,1
343,467,1
118,759,1
364,-15,1
-64,196,1
320,1370,1
261,747,1
455,269,1
266,486,1
452,964,1
460,-87,1
399,338,1
17,371,1
38,-59,1
-24,963,1
214,1468,1
356,1280,1
73,662,1
190,752,1
86,1204,1
74,1177,1
-23,1112,1
73,652,1
27,629,1
322,603,1
201,1418,1
436,77,1
320,715,1
136,1407,1
-84,1479,1
424,1151,1
330,171,1
260,499,1
49,769,1
460,955,1
311,-135,1
-32,596,1
333,1433,1
-66,859,1
-2,-151,1
-13,624,1
442,350,1
171,1424,1
355,209,1
294,788,1
66,672,1
29,928,1
31,961,1
463,339,1
391,508,1
-57,-63,1
15,901,1
460,569,1
317,1358,1
93,1420,1
-60,1156,1
63,1468,1
-59,-280,1
227,1446,1
361,481,1
414,1157,1
8,52,1
397,462,1
345,1458,1
417,9,1
-1,1299,1
196,1340,1
446,1300,1
431,-141,1
218,760,1
355,350,1
402,948,1
1,444,1
143,1026,1
305,291,1
436,516,1
405,-257,1
387,360,1
248,-217,1
468,1329,1
70,616,1
201,1413,1
457,1386,1
-45,328,1
375,788,1
-40,552,1
22,157,1
267,-141,1
408,-90,1
151,1434,1
19,663,1
389,632,1
-4,176,1
216,1389,1
445,-143,1
79,100,1
325,142,1
60,1295,1
448,-10,1
439,231,1
140,119,1
60,-185,1
458,-216,1
19,147,1
379,829,1
93,772,1
