@relation 04clover5z-600-5-70-BI
@attribute dim1 real[-571.0,533.0]
@attribute dim2 real[-413.0,413.0]
@attribute class{0,1}
@inputs dim1, dim2
@outputs class
@data
363,-242,0
133,114,0
-50,-311,0
-186,82,0
175,87,0
31,187,0
-87,-39,0
335,170,0
120,-20,0
244,250,0
329,210,0
334,152,0
50,17,0
117,116,0
116,136,0
60,60,0
158,192,0
-99,-384,0
309,-146,0
135,29,0
33,129,0
-18,135,0
-90,99,0
-50,166,0
-138,-63,0
67,-164,0
-68,157,0
-37,105,0
-173,-240,0
-139,113,0
-150,144,0
-72,223,0
-109,267,0
-176,-268,0
-199,-62,0
234,-237,0
-130,-69,0
-332,-61,0
27,76,0
314,193,0
-96,-18,0
117,-7,0
101,186,0
264,266,0
299,-109,0
-373,13,0
-86,21,0
223,96,0
189,35,0
-127,-31,0
-305,-74,0
-391,53,0
83,173,0
105,24,0
259,-133,0
-136,172,0
-327,19,0
-222,7,0
-170,76,0
-127,-196,0
334,258,0
-226,75,0
-32,-226,0
234,249,0
-147,264,0
153,195,0
-73,-47,0
218,-59,0
-135,-239,0
-78,-189,0
-115,185,0
8,-255,0
-164,-253,0
-109,-306,0
160,9,0
-89,-295,0
-73,-144,0
193,-53,0
-102,110,0
8,-250,0
154,195,0
-163,212,0
61,-63,0
148,-127,0
-299,79,0
32,-29,0
32,-96,0
-14,13,0
275,-214,0
-230,67,0
-167,403,0
98,-53,0
-22,265,0
222,-141,0
19,-203,0
-120,94,0
171,-116,0
303,-208,0
-123,391,0
-132,357,0
40,152,1
-370,274,1
-266,384,1
114,-280,1
200,193,1
-498,-86,1
112,208,1
-22,238,1
504,217,1
-243,413,1
418,-257,1
-33,-288,1
-249,349,1
-275,378,1
-422,333,1
251,-270,1
-13,-322,1
165,-14,1
518,297,1
486,-394,1
-186,-348,1
-409,-161,1
-325,-206,1
-533,-388,1
-403,-298,1
408,-67,1
-322,-183,1
-257,-341,1
481,52,1
86,-139,1
-466,-17,1
160,-369,1
-166,260,1
-161,346,1
-104,-121,1
266,-320,1
-228,-189,1
-389,-53,1
528,367,1
109,-292,1
-462,-108,1
89,-299,1
-501,246,1
-385,-405,1
263,403,1
-396,110,1
-77,-348,1
496,311,1
428,66,1
465,342,1
-420,-36,1
348,141,1
-442,51,1
324,-395,1
-18,406,1
427,-277,1
528,394,1
-185,155,1
233,294,1
-140,-284,1
-366,73,1
336,274,1
-286,343,1
-191,397,1
-142,-151,1
-249,-189,1
291,-7,1
452,-133,1
-361,116,1
-427,18,1
-351,-42,1
28,-139,1
-433,-328,1
-420,97,1
441,-174,1
208,-254,1
413,-120,1
362,321,1
174,-220,1
312,102,1
34,274,1
-510,-331,1
-363,174,1
40,-292,1
-542,352,1
-243,84,1
-14,214,1
-554,-41,1
275,337,1
-39,350,1
257,118,1
43,-357,1
-294,-127,1
196,254,1
68,347,1
180,208,1
-102,48,1
-446,-117,1
81,239,1
-405,-383,1
-272,53,1
187,-70,1
-386,175,1
464,-43,1
73,372,1
-226,97,1
-90,367,1
209,379,1
-450,291,1
-183,-264,1
-162,-234,1
-433,-107,1
35,-326,1
208,21,1
526,228,1
408,-183,1
76,-164,1
360,67,1
-256,-182,1
343,-324,1
302,-183,1
13,-249,1
0,178,1
494,344,1
-346,175,1
53,-92,1
488,-412,1
533,54,1
211,328,1
327,190,1
-287,89,1
315,380,1
-480,-337,1
-21,195,1
504,-387,1
143,-294,1
-490,-309,1
-3,353,1
-175,-40,1
498,226,1
-264,138,1
99,-193,1
26,-247,1
187,-244,1
-348,384,1
-182,-81,1
150,-2,1
-374,279,1
-76,-374,1
-435,-41,1
-226,-267,1
354,379,1
457,26,1
396,16,1
-393,-154,1
496,-377,1
330,-197,1
526,-377,1
-571,40,1
512,235,1
330,-278,1
-362,-27,1
403,288,1
-105,-52,1
23,212,1
520,317,1
-389,-291,1
420,-4,1
445,358,1
420,337,1
-484,28,1
198,227,1
-175,41,1
-422,295,1
199,-287,1
-116,-81,1
-212,345,1
-557,273,1
-169,71,1
-532,-97,1
357,391,1
438,-187,1
-8,3,1
491,375,1
474,-356,1
-189,256,1
99,-348,1
372,-258,1
-297,99,1
-484,18,1
-227,303,1
-452,-69,1
504,-261,1
20,276,1
1,138,1
-434,83,1
4,-297,1
476,358,1
-485,-175,1
-332,183,1
-306,113,1
365,86,1
-397,-201,1
417,362,1
-402,349,1
-250,-85,1
-320,-202,1
-512,377,1
-531,81,1
-302,261,1
125,-154,1
89,-396,1
-442,-377,1
-567,-214,1
-353,358,1
-173,-359,1
88,20,1
-491,-294,1
392,-343,1
-428,-224,1
-134,340,1
471,-293,1
-376,188,1
-472,55,1
285,77,1
137,350,1
-534,6,1
532,116,1
-208,-63,1
434,-232,1
-174,202,1
-502,151,1
377,6,1
91,-243,1
431,163,1
285,401,1
-478,-306,1
-293,124,1
-509,154,1
-541,327,1
-254,-282,1
-17,370,1
-257,340,1
-511,-43,1
393,-382,1
-171,201,1
49,354,1
375,-203,1
-384,-349,1
388,-36,1
-365,258,1
453,138,1
-79,41,1
-416,110,1
143,-280,1
-395,-81,1
-546,339,1
-510,67,1
490,-408,1
-132,-317,1
361,7,1
271,1,1
-437,298,1
-508,233,1
280,-266,1
-48,-48,1
-295,372,1
57,-212,1
-404,36,1
420,349,1
46,-128,1
-418,295,1
11,63,1
-291,-271,1
-48,-397,1
-311,114,1
446,312,1
-384,-195,1
-481,373,1
374,-203,1
273,-282,1
-469,-116,1
-6,334,1
