"X1","X2","X3","X4","X5","X6","X7","Y"
74,49,48,5,42,54,36,1
66,86,48,5,34,41,36,1
72,86,48,5,17,55,21,1
57,59,48,5,39,47,33,1
74,82,48,5,49,49,41,1
74,47,48,5,5,57,42,1
75,84,48,5,35,52,33,1
73,78,48,5,58,51,31,1
67,61,48,5,51,37,38,1
63,57,48,5,49,7,2,1
71,86,48,5,4,54,32,1
68,78,48,5,43,44,42,1
69,8,48,5,46,57,26,1
66,71,48,5,41,5,35,1
29,39,48,5,52,4,48,1
43,59,48,5,52,49,56,1
63,1,48,5,35,51,49,1
64,72,48,5,49,42,19,1
63,86,48,5,39,47,34,1
63,71,48,5,6,4,39,1
63,65,48,5,39,44,35,1
64,66,48,5,41,39,2,1
64,78,48,5,5,36,38,1
64,81,48,5,37,39,44,1
74,74,48,5,31,53,52,1
67,7,48,5,46,45,33,1
67,81,48,5,54,49,23,1
68,82,48,5,38,65,56,1
63,8,48,5,46,31,29,1
62,78,48,5,47,49,54,1
62,83,48,5,46,36,4,1
56,54,48,5,43,37,3,1
61,6,48,5,44,39,38,1
21,34,48,5,51,28,39,0
22,43,48,5,48,16,28,0
4,29,48,5,42,35,44,0
65,47,48,5,59,3,4,0
61,45,48,5,48,35,41,0
22,36,48,5,35,39,47,0
51,37,48,5,35,36,45,0
42,38,48,5,54,34,43,0
25,37,48,5,43,26,36,0
44,42,48,5,42,25,2,0
24,43,48,5,37,28,38,0
36,56,48,5,43,45,53,0
5,49,48,5,49,46,53,0
3,45,48,5,36,21,32,0
35,37,48,5,3,34,43,0
51,46,48,5,58,31,41,0
47,28,48,5,56,2,25,0
38,44,48,5,43,2,31,0
41,51,48,5,58,2,31,0
25,51,48,5,37,42,5,0
17,39,48,5,53,3,39,0
37,44,48,5,42,39,47,0
27,3,48,5,71,28,39,0
23,48,48,5,59,88,89,0
34,49,48,5,58,85,8,0
12,67,48,5,74,58,63,0
54,49,48,5,4,87,88,0
48,41,48,5,51,9,88,0
49,42,48,5,53,79,81,0
12,43,48,5,63,7,74,0
41,51,48,5,53,75,78,0
36,47,48,5,51,69,72,0
31,36,48,5,58,94,94,0
63,69,48,5,65,41,28,0
61,75,48,5,51,33,33,0
69,59,48,5,77,39,21,0
42,4,48,5,56,18,3,0
39,32,48,5,46,24,35,0
23,4,48,5,39,28,38,0
29,37,48,5,48,44,52,0
29,52,48,5,42,29,39,0
4,35,48,5,45,33,42,0
47,29,48,5,51,33,43,0
35,48,48,5,56,4,48,0
26,26,48,5,34,25,35,0
37,5,48,5,42,36,45,0
42,3,48,5,48,26,36,0
29,47,48,5,41,23,34,0
65,55,48,5,34,37,28,0
24,57,48,5,63,34,43,0
26,5,48,5,44,32,41,0
34,35,48,5,51,49,56,0
38,3,48,5,43,29,39,0
