"X1","X2","Y"
223,763,0
187,34,0
290,-57,0
194,-80,0
204,89,0
196,-81,0
201,733,0
289,4,0
116,-95,0
199,38,0
58,566,0
277,78,0
152,-97,0
133,471,0
133,34,0
258,1,0
69,879,0
121,-38,0
168,789,0
116,56,0
216,387,0
354,136,0
292,238,0
201,354,0
358,91,0
116,421,0
268,287,0
203,251,0
290,1011,0
189,224,0
119,211,0
186,290,0
237,287,0
135,398,0
215,149,0
184,340,0
297,426,0
153,307,0
288,1016,0
227,342,0
171,662,0
358,1233,0
246,651,0
96,-108,0
155,586,0
150,603,0
222,598,0
84,-1,0
183,604,0
59,249,0
201,510,0
79,566,0
65,196,0
76,361,0
270,588,0
265,671,0
126,551,0
107,671,0
235,147,0
112,673,0
121,948,0
291,867,0
321,472,0
185,849,0
53,1176,0
161,977,0
315,451,0
288,868,0
267,898,0
177,825,0
171,886,0
277,816,0
113,870,0
267,850,0
211,881,0
274,931,0
114,805,0
178,934,0
151,978,0
268,858,0
213,1298,0
55,768,0
238,1169,0
290,1202,0
295,714,0
87,310,0
299,1182,0
87,182,0
172,1245,0
202,1159,0
284,1117,0
125,1263,0
341,1039,0
353,-14,0
213,1253,0
266,1177,0
242,1245,0
257,1215,0
179,1137,0
233,1102,0
141,473,1
122,1463,1
104,-137,1
443,941,1
395,977,1
361,729,1
48,-28,1
-56,1152,1
-34,-153,1
276,741,1
113,776,1
411,655,1
275,1034,1
85,158,1
289,780,1
60,148,1
204,-186,1
-61,1103,1
-50,267,1
304,1424,1
-26,796,1
344,1222,1
221,707,1
46,522,1
27,828,1
82,367,1
475,806,1
462,1373,1
93,761,1
293,1433,1
26,1440,1
255,112,1
-68,1457,1
44,85,1
56,553,1
4,1124,1
454,447,1
438,446,1
-11,838,1
463,37,1
-79,1187,1
166,756,1
89,-175,1
321,559,1
419,227,1
-52,1104,1
262,1032,1
79,592,1
146,1435,1
61,927,1
-42,413,1
34,906,1
315,1284,1
138,463,1
425,1205,1
431,979,1
476,295,1
-83,682,1
72,828,1
381,964,1
240,156,1
458,1215,1
69,1074,1
413,-63,1
12,533,1
-64,1306,1
247,1098,1
146,1476,1
83,564,1
-56,779,1
392,734,1
222,-273,1
314,940,1
112,159,1
400,829,1
38,468,1
482,1228,1
-49,695,1
45,338,1
14,443,1
0,276,1
117,439,1
149,752,1
265,187,1
313,1383,1
255,738,1
86,883,1
120,1393,1
404,1188,1
378,1403,1
118,1013,1
358,14,1
73,359,1
23,91,1
307,1329,1
-47,1387,1
-12,931,1
382,752,1
179,494,1
-14,990,1
435,1338,1
323,28,1
396,68,1
186,-217,1
259,-179,1
332,1268,1
25,1123,1
99,310,1
178,1099,1
56,-5,1
6,994,1
396,1441,1
478,819,1
327,929,1
-47,1365,1
464,303,1
95,-46,1
5,-76,1
464,288,1
-23,108,1
178,787,1
394,-165,1
-17,1234,1
467,-180,1
447,575,1
142,451,1
52,944,1
371,1469,1
228,755,1
473,1,1
398,1079,1
210,1423,1
9,1229,1
327,1102,1
231,1323,1
268,446,1
326,512,1
412,1018,1
326,307,1
78,1430,1
32,1005,1
469,956,1
-5,-137,1
254,1341,1
58,1270,1
-69,1043,1
321,381,1
103,1431,1
362,611,1
-60,199,1
265,1410,1
-19,1388,1
-55,1308,1
54,927,1
141,1363,1
461,990,1
233,-253,1
255,1383,1
311,-20,1
410,359,1
-24,-213,1
335,529,1
264,156,1
146,1462,1
396,226,1
3,285,1
95,17,1
65,-226,1
458,536,1
-72,450,1
42,1245,1
418,605,1
336,1116,1
471,822,1
185,-166,1
-76,1370,1
5,792,1
18,571,1
365,-188,1
35,-114,1
-66,712,1
76,905,1
-3,1049,1
-84,720,1
19,1187,1
72,1421,1
312,1012,1
185,1085,1
-46,415,1
266,1044,1
467,1064,1
84,1483,1
423,51,1
81,1345,1
67,1408,1
-7,1311,1
337,23,1
475,1234,1
458,-242,1
113,-143,1
0,256,1
42,159,1
-64,-230,1
2,-37,1
418,454,1
43,207,1
77,-128,1
456,713,1
-30,561,1
291,-189,1
126,1339,1
345,-83,1
92,194,1
9,486,1
479,1383,1
-27,367,1
-47,1126,1
11,-265,1
262,788,1
344,1461,1
6,836,1
169,-144,1
463,1265,1
429,742,1
448,1331,1
-6,522,1
387,901,1
-17,710,1
375,-243,1
199,1468,1
428,6,1
248,725,1
480,1442,1
329,1228,1
21,757,1
381,1185,1
62,1333,1
111,1448,1
81,195,1
358,583,1
440,315,1
24,849,1
-9,639,1
28,508,1
-13,-100,1
-6,807,1
435,227,1
316,56,1
421,343,1
395,1287,1
298,130,1
369,819,1
-52,-108,1
23,972,1
-68,1352,1
84,779,1
156,1011,1
201,1057,1
-74,511,1
350,1320,1
188,1348,1
341,852,1
231,-163,1
58,328,1
309,1142,1
244,1342,1
302,1046,1
156,702,1
-19,349,1
1,-219,1
69,714,1
305,450,1
10,974,1
447,506,1
296,791,1
246,1395,1
93,807,1
162,1385,1
316,1410,1
-21,1222,1
-12,370,1
316,645,1
478,1087,1
418,207,1
393,743,1
77,210,1
385,-93,1
364,207,1
462,1335,1
31,974,1
236,402,1
459,-281,1
482,717,1
317,1300,1
376,1007,1
61,790,1
167,133,1
